onset	duration	sample	value
0.640625	n/a	328	65284
21.24023438	n/a	10875	65285
321.234375	n/a	164472	65286
330.6914062	n/a	169314	65281
335.09375	n/a	171568	65282
340.0957031	n/a	174129	65283
345.0957031	n/a	176689	65284
367.6464844	n/a	188235	65281
372.4765625	n/a	190708	65282
377.4765625	n/a	193268	65283
382.4765625	n/a	195828	65284
427.4082031	n/a	218833	65281
431.6484375	n/a	221004	65282
436.6484375	n/a	223564	65283
441.6484375	n/a	226124	65284
456.75	n/a	233856	65281
461.4667969	n/a	236271	65282
466.46875	n/a	238832	65283
471.46875	n/a	241392	65284
487.1679688	n/a	249430	65281
491.8554688	n/a	251830	65282
496.8554688	n/a	254390	65283
501.8554688	n/a	256950	65284
516.9003906	n/a	264653	65281
521.3535156	n/a	266933	65282
526.3554688	n/a	269494	65283
531.3554688	n/a	272054	65284
546.2285156	n/a	279669	65281
550.9023438	n/a	282062	65282
555.9042969	n/a	284623	65283
560.9042969	n/a	287183	65284
576.8300781	n/a	295337	65281
580.7773438	n/a	297358	65282
585.7792969	n/a	299919	65283
590.7773438	n/a	302478	65284
605.0449219	n/a	309783	65281
609.7285156	n/a	312181	65282
614.7285156	n/a	314741	65283
619.7285156	n/a	317301	65284
636.4296875	n/a	325852	65281
640.609375	n/a	327992	65282
645.6113281	n/a	330553	65283
650.6113281	n/a	333113	65284
664.6347656	n/a	340293	65281
668.9355469	n/a	342495	65282
673.9355469	n/a	345055	65283
678.9355469	n/a	347615	65284
691.0976562	n/a	353842	65281
695.1777344	n/a	355931	65282
700.1796875	n/a	358492	65283
705.1796875	n/a	361052	65284
719.4667969	n/a	368367	65281
724.0175781	n/a	370697	65282
729.0175781	n/a	373257	65283
734.0175781	n/a	375817	65284
744.3339844	n/a	381099	65281
749.0097656	n/a	383493	65282
754.0117188	n/a	386054	65283
759.0117188	n/a	388614	65284
770.2363281	n/a	394361	65281
774.9746094	n/a	396787	65282
779.9765625	n/a	399348	65283
784.9765625	n/a	401908	65284
799.34375	n/a	409264	65281
803.6191406	n/a	411453	65282
808.6210938	n/a	414014	65283
813.6210938	n/a	416574	65284
829.4902344	n/a	424699	65281
833.5703125	n/a	426788	65282
838.5722656	n/a	429349	65283
843.5722656	n/a	431909	65284
856.7324219	n/a	438647	65281
860.7226562	n/a	440690	65282
865.7246094	n/a	443251	65283
870.7246094	n/a	445811	65284
884.9335938	n/a	453086	65281
888.8671875	n/a	455100	65282
893.8691406	n/a	457661	65283
898.8691406	n/a	460221	65284
910.9882812	n/a	466426	65281
915.0078125	n/a	468484	65282
920.0078125	n/a	471044	65283
925.0078125	n/a	473604	65284
944.3925781	n/a	483529	65281
948.7558594	n/a	485763	65282
