onset	duration	sample	value
0.28125	n/a	144	65280
30.35351562	n/a	15541	65285
330.3476562	n/a	169138	65286
360.4140625	n/a	184532	65281
364.4140625	n/a	186580	65282
369.4160156	n/a	189141	65283
374.4160156	n/a	191701	65284
419.1054688	n/a	214582	65281
423.6230469	n/a	216895	65282
428.6230469	n/a	219455	65283
433.6230469	n/a	222015	65284
465.0957031	n/a	238129	65281
469.3925781	n/a	240329	65282
474.3925781	n/a	242889	65283
479.3945312	n/a	245450	65284
497.1113281	n/a	254521	65281
501.1425781	n/a	256585	65282
506.1425781	n/a	259145	65283
511.1425781	n/a	261705	65284
530.3046875	n/a	271516	65281
534.65625	n/a	273744	65282
539.65625	n/a	276304	65283
544.65625	n/a	278864	65284
567.2089844	n/a	290411	65281
571.890625	n/a	292808	65282
576.890625	n/a	295368	65283
581.890625	n/a	297928	65284
603.6582031	n/a	309073	65281
607.7519531	n/a	311169	65282
612.7519531	n/a	313729	65283
617.7519531	n/a	316289	65284
707.0332031	n/a	362001	65281
711.1582031	n/a	364113	65282
716.1601562	n/a	366674	65283
721.1601562	n/a	369234	65284
738.5019531	n/a	378113	65281
742.796875	n/a	380312	65282
747.796875	n/a	382872	65283
752.796875	n/a	385432	65284
775.4335938	n/a	397022	65281
780.1347656	n/a	399429	65282
785.1367188	n/a	401990	65283
790.1367188	n/a	404550	65284
807.5429688	n/a	413462	65281
811.8574219	n/a	415671	65282
816.859375	n/a	418232	65283
821.859375	n/a	420792	65284
835.7714844	n/a	427915	65281
840.1757812	n/a	430170	65282
845.1777344	n/a	432731	65283
850.1777344	n/a	435291	65284
870.9785156	n/a	445941	65281
875.4316406	n/a	448221	65282
880.4335938	n/a	450782	65283
885.4335938	n/a	453342	65284
902.5800781	n/a	462121	65281
906.6601562	n/a	464210	65282
911.6621094	n/a	466771	65283
916.6621094	n/a	469331	65284
930.25	n/a	476288	65281
935.1328125	n/a	478788	65282
940.1347656	n/a	481349	65283
945.1347656	n/a	483909	65284
969.5332031	n/a	496401	65281
974.2929688	n/a	498838	65282
979.2929688	n/a	501398	65283
984.2929688	n/a	503958	65284
996.8242188	n/a	510374	65281
1001.619141	n/a	512829	65282
1006.619141	n/a	515389	65283
1011.619141	n/a	517949	65284
1025.496094	n/a	525054	65281
1029.492188	n/a	527100	65282
1034.494141	n/a	529661	65283
1039.494141	n/a	532221	65284
1055.539062	n/a	540436	65281
1059.839844	n/a	542638	65282
1064.839844	n/a	545198	65283
1069.839844	n/a	547758	65284
1086.126953	n/a	556097	65281
1090.595703	n/a	558385	65282
1095.595703	n/a	560945	65283
1100.595703	n/a	563505	65284
1113.457031	n/a	570090	65281
1118.128906	n/a	572482	65282
1123.130859	n/a	575043	65283
1128.130859	n/a	577603	65284
1138.740234	n/a	583035	65281
1143.378906	n/a	585410	65282
1148.380859	n/a	587971	65283
1153.380859	n/a	590531	65284
1165.775391	n/a	596877	65281
1170.085938	n/a	599084	65282
1175.087891	n/a	601645	65283
1180.087891	n/a	604205	65284
1194.208984	n/a	611435	65281
1198.351562	n/a	613556	65282
1203.351562	n/a	616116	65283
1208.351562	n/a	618676	65284
1224.582031	n/a	626986	65281
1228.96875	n/a	629232	65282
1233.96875	n/a	631792	65283
1238.96875	n/a	634352	65284
1259.472656	n/a	644850	65281
1263.847656	n/a	647090	65282
1268.849609	n/a	649651	65283
1273.849609	n/a	652211	65284
1285.818359	n/a	658339	65281
1290.0625	n/a	660512	65282
1295.064453	n/a	663073	65283
1300.064453	n/a	665633	65284
1309.976562	n/a	670708	65281
1314.570312	n/a	673060	65282
1319.570312	n/a	675620	65283
1324.570312	n/a	678180	65284
1336.083984	n/a	684075	65281
1340.847656	n/a	686514	65282
1345.847656	n/a	689074	65283
1350.847656	n/a	691634	65284
1375.990234	n/a	704507	65281
1380.611328	n/a	706873	65282
1385.611328	n/a	709433	65283
1390.611328	n/a	711993	65284
1405.767578	n/a	719753	65281
1409.923828	n/a	721881	65282
1414.923828	n/a	724441	65283
1419.923828	n/a	727001	65284
1435.884766	n/a	735173	65281
1440.650391	n/a	737613	65282
1445.652344	n/a	740174	65283
1450.652344	n/a	742734	65284
1480.595703	n/a	758065	65281
1484.755859	n/a	760195	65282
1489.755859	n/a	762755	65283
1494.755859	n/a	765315	65284
1505.533203	n/a	770833	65281
1509.669922	n/a	772951	65282
1514.671875	n/a	775512	65283
1519.671875	n/a	778072	65284
1531.771484	n/a	784267	65281
1536.525391	n/a	786701	65282
1541.525391	n/a	789261	65283
1546.525391	n/a	791821	65284
1570.111328	n/a	803897	65281
1574.183594	n/a	805982	65282
1579.183594	n/a	808542	65283
1584.183594	n/a	811102	65284
1598.722656	n/a	818546	65281
1603.308594	n/a	820894	65282
1608.308594	n/a	823454	65283
1613.308594	n/a	826014	65284
1635.845703	n/a	837553	65281
1639.947266	n/a	839653	65282
1644.947266	n/a	842213	65283
1649.947266	n/a	844773	65284
1668.060547	n/a	854047	65281
1672.486328	n/a	856313	65282
1677.488281	n/a	858874	65283
1682.488281	n/a	861434	65284
1698.248047	n/a	869503	65281
1702.367188	n/a	871612	65282
1707.369141	n/a	874173	65283
1712.369141	n/a	876733	65284
1727.544922	n/a	884503	65281
1731.785156	n/a	886674	65282
1736.785156	n/a	889234	65283
1741.785156	n/a	891794	65284
1754.523438	n/a	898316	65281
1758.650391	n/a	900429	65282
1763.652344	n/a	902990	65283
1768.652344	n/a	905550	65284
1783.648438	n/a	913228	65281
1788.546875	n/a	915736	65282
1793.548828	n/a	918297	65283
1798.548828	n/a	920857	65284
1812.279297	n/a	927887	65281
1817.109375	n/a	930360	65282
1822.109375	n/a	932920	65283
1827.109375	n/a	935480	65284
1843.988281	n/a	944122	65281
1847.941406	n/a	946146	65282
1852.943359	n/a	948707	65283
1857.943359	n/a	951267	65284
1877.037109	n/a	961043	65281
1880.982422	n/a	963063	65282
1885.984375	n/a	965624	65283
1890.984375	n/a	968184	65284
1904.394531	n/a	975050	65281
1908.960938	n/a	977388	65282
1913.962891	n/a	979949	65283
1918.962891	n/a	982509	65284
1940.785156	n/a	993682	65281
1944.697266	n/a	995685	65282
1949.697266	n/a	998245	65283
1954.697266	n/a	1000805	65284
1971.908203	n/a	1009617	65281
1975.958984	n/a	1011691	65282
1980.960938	n/a	1014252	65283
1985.960938	n/a	1016812	65284
2002.75	n/a	1025408	65281
2007.056641	n/a	1027613	65282
2012.058594	n/a	1030174	65283
2017.058594	n/a	1032734	65284
2043.726562	n/a	1046388	65281
2047.841797	n/a	1048495	65282
2052.841797	n/a	1051055	65283
2057.841797	n/a	1053615	65284
2067.087891	n/a	1058349	65281
2071.853516	n/a	1060789	65282
2076.855469	n/a	1063350	65283
2081.855469	n/a	1065910	65284
2089.275391	n/a	1069709	65281
2093.712891	n/a	1071981	65282
2098.714844	n/a	1074542	65283
2103.714844	n/a	1077102	65284
2116.667969	n/a	1083734	65281
2121.201172	n/a	1086055	65282
2126.201172	n/a	1088615	65283
2131.201172	n/a	1091175	65284
2147.007812	n/a	1099268	65281
2151.685547	n/a	1101663	65282
2156.6875	n/a	1104224	65283
2161.6875	n/a	1106784	65284
2168.34375	n/a	1110192	65281
2172.267578	n/a	1112201	65282
2177.269531	n/a	1114762	65283
2182.269531	n/a	1117322	65284
2204.050781	n/a	1128474	65281
2208.199219	n/a	1130598	65282
2213.199219	n/a	1133158	65283
2218.199219	n/a	1135718	65284
2228.548828	n/a	1141017	65281
2232.705078	n/a	1143145	65282
2237.705078	n/a	1145705	65283
2242.705078	n/a	1148265	65284
2253.320312	n/a	1153700	65281
2257.960938	n/a	1156076	65282
2262.962891	n/a	1158637	65283
2267.962891	n/a	1161197	65284
2282.847656	n/a	1168818	65281
2287.599609	n/a	1171251	65282
